Kingdom;Phylum;Class;Subclass;Order;Family;Genus;Species;Common name; Gestation_days ;Lactation_days;Litter/Clutch size;Weaning_mass_g;Adult_mass_g;OrderC;FamilyC;Name;Female_adult_mass_g;Male_adult_mass_g;Maximum_longevity_y
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Callimico;goeldii;Goeldi's marmoset;153.495;71.765;1;215;556.5;PRIMATES;CEBIDAE;Callimico_goeldii_CEBIDAE_PRIMATES; ; ;22.2
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Callithrix;argentata;Silvery marmoset;144;120;1.87; ;357.25;PRIMATES;CEBIDAE;Callithrix_argentata_CEBIDAE_PRIMATES; ; ;16.8
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Callithrix;aurita;Buffy-tufted marmoset;144;62;2.24;96.8;272.705;PRIMATES;CEBIDAE;Callithrix_aurita_CEBIDAE_PRIMATES; ;320;22.79166667
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Callithrix;chrysoleuca;Gold-and-white marmoset; ;106.526; ; ;343.33;PRIMATES;CEBIDAE;Callithrix_chrysoleuca_CEBIDAE_PRIMATES; ; ;15
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Callithrix;emiliae;Emilia's marmoset;144;120;1.87; ;350.225;PRIMATES;CEBIDAE;Callithrix_emiliae_CEBIDAE_PRIMATES; ; ;16.8
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Callithrix;flaviceps;Buffy-headed marmoset;144;62;2.12;96.8;290.21;PRIMATES;CEBIDAE;Callithrix_flaviceps_CEBIDAE_PRIMATES; ;320;22.79166667
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Callithrix;geoffroyi;White-headed marmoset;144;62;2.24;96.8;299.605;PRIMATES;CEBIDAE;Callithrix_geoffroyi_CEBIDAE_PRIMATES; ;320;22.79166667
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Callithrix;humeralifera;Santarem marmoset;144;99.01;2.24;96.8;299.605;PRIMATES;CEBIDAE;Callithrix_humeralifera_CEBIDAE_PRIMATES; ;320;22.79166667
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Callithrix;intermedia;Hershkovitz's marmoset;144;99.2;2;96.8;343.2;PRIMATES;CEBIDAE;Callithrix_intermedia_CEBIDAE_PRIMATES; ;320;22.79166667
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Callithrix;jacchus;Common marmoset;144;62;2.24;96.8;255.2;PRIMATES;CEBIDAE;Callithrix_jacchus_CEBIDAE_PRIMATES; ;320;22.79166667
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Callithrix;kuhlii;Wied's marmoset;144;62;2;96.8;307;PRIMATES;CEBIDAE;Callithrix_kuhlii_CEBIDAE_PRIMATES; ;320;22.79166667
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Callithrix;leucippe;White marmoset;144;120;1.87; ;357.25;PRIMATES;CEBIDAE;Callithrix_leucippe_CEBIDAE_PRIMATES; ; ;16.8
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Callithrix;marcai;Marca's marmoset;144;120;1.87; ;357.25;PRIMATES;CEBIDAE;Callithrix_marcai_CEBIDAE_PRIMATES; ; ;16.8
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Callithrix;mauesi;Maues marmoset; ; ; ; ;443.79;PRIMATES;CEBIDAE;Callithrix_mauesi_CEBIDAE_PRIMATES; ; ;
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Callithrix;melanura;Black-tailed marmoset;144;120;1.87; ;357.25;PRIMATES;CEBIDAE;Callithrix_melanura_CEBIDAE_PRIMATES; ; ;16.8
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Callithrix;nigriceps;Black-headed marmoset; ; ;2; ;401.12;PRIMATES;CEBIDAE;Callithrix_nigriceps_CEBIDAE_PRIMATES; ; ;
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Callithrix;penicillata;Black-tufted marmoset;144;62;2;96.8;307;PRIMATES;CEBIDAE;Callithrix_penicillata_CEBIDAE_PRIMATES; ;320;22.79166667
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Callithrix;pygmaea;Pygmy marmoset;133.72;91;1.98;70;116.83;PRIMATES;CEBIDAE;Callithrix_pygmaea_CEBIDAE_PRIMATES; ; ;18.6
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Cebus;albifrons;White-fronted capuchin;158;270.32;1;917.69;2488.59;PRIMATES;CEBIDAE;Cebus_albifrons_CEBIDAE_PRIMATES; ; ;44
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Cebus;apella;Tufted capuchin;158;307;1.05;1000;2642.5;PRIMATES;CEBIDAE;Cebus_apella_CEBIDAE_PRIMATES; ; ;46
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Cebus;capucinus;White-headed capuchin;162;521;1;1350;2655;PRIMATES;CEBIDAE;Cebus_capucinus_CEBIDAE_PRIMATES; ; ;55
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Cebus;kaapori;Kaapori capuchin;162;740;1; ;2670.07;PRIMATES;CEBIDAE;Cebus_kaapori_CEBIDAE_PRIMATES; ; ;47
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Cebus;libidinosus;Black-striped capuchin;158;307;1.05;1000;2642.5;PRIMATES;CEBIDAE;Cebus_libidinosus_CEBIDAE_PRIMATES; ; ;46
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Cebus;nigritus;Black capuchin;158;307;1.025;1000;2642.5;PRIMATES;CEBIDAE;Cebus_nigritus_CEBIDAE_PRIMATES; ; ;46
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Cebus;olivaceus;Weeper capuchin;162;740;1; ;2552.5;PRIMATES;CEBIDAE;Cebus_olivaceus_CEBIDAE_PRIMATES; ; ;47
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Cebus;xanthosternos;Golden-bellied capuchin;158;307;1.05;1000;2642.5;PRIMATES;CEBIDAE;Cebus_xanthosternos_CEBIDAE_PRIMATES; ; ;46
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Leontopithecus;caissara;Superagui lion tamarin;132.3966;130.8748;1.95;165;629.255;PRIMATES;CEBIDAE;Leontopithecus_caissara_CEBIDAE_PRIMATES; ;520;31.6
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Leontopithecus;chrysomelas;Golden-headed lion tamarin;132.3966;130.8748;1.95;165;582.66;PRIMATES;CEBIDAE;Leontopithecus_chrysomelas_CEBIDAE_PRIMATES; ;520;31.6
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Leontopithecus;chrysopygus;Black lion tamarin;132.3966;130.8748;1.95;165;654.5;PRIMATES;CEBIDAE;Leontopithecus_chrysopygus_CEBIDAE_PRIMATES; ;520;31.6
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Leontopithecus;rosalia;Golden lion tamarin;132.3966;130.8748;1.95;165;623.51;PRIMATES;CEBIDAE;Leontopithecus_rosalia_CEBIDAE_PRIMATES; ;520;31.6
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Saguinus;bicolor;Pied tamarin;160; ;1.63; ;465;PRIMATES;CEBIDAE;Saguinus_bicolor_CEBIDAE_PRIMATES; ; ;19
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Saguinus;fuscicollis;Brown-mantled tamarin;148;91;1.8; ;393.99;PRIMATES;CEBIDAE;Saguinus_fuscicollis_CEBIDAE_PRIMATES; ; ;24.9
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Saguinus;geoffroyi;Geoffroy's tamarin;172.11812;53.84894;1.945;105;453.77;PRIMATES;CEBIDAE;Saguinus_geoffroyi_CEBIDAE_PRIMATES; ; ;26.2
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Saguinus;graellsi;Graells's tamarin;140;82.1772;1.8;175;450;PRIMATES;CEBIDAE;Saguinus_graellsi_CEBIDAE_PRIMATES; ; ;20.2
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Saguinus;imperator;Emperor tamarin;145; ;2; ;482.15;PRIMATES;CEBIDAE;Saguinus_imperator_CEBIDAE_PRIMATES; ; ;23.7
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Saguinus;inustus;Mottle-faced tamarin; ; ; ; ;803;PRIMATES;CEBIDAE;Saguinus_inustus_CEBIDAE_PRIMATES; ; ;3.408333333
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Saguinus;labiatus;White-lipped tamarin;147;227.02628;1.9; ;501.33;PRIMATES;CEBIDAE;Saguinus_labiatus_CEBIDAE_PRIMATES; ; ;20.5
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Saguinus;leucopus;White-footed tamarin;142.5; ;2; ;490;PRIMATES;CEBIDAE;Saguinus_leucopus_CEBIDAE_PRIMATES; ; ;15.225
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Saguinus;martinsi;Martins' tamarin;160; ;1.63; ;465;PRIMATES;CEBIDAE;Saguinus_martinsi_CEBIDAE_PRIMATES; ; ;19
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Saguinus;melanoleucus;White-mantled tamarin;148;91;1.8; ;393.99;PRIMATES;CEBIDAE;Saguinus_melanoleucus_CEBIDAE_PRIMATES; ; ;24.9
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Saguinus;midas;Red-handed tamarin;132.62;71;2; ;547.18;PRIMATES;CEBIDAE;Saguinus_midas_CEBIDAE_PRIMATES; ; ;21
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Saguinus;mystax;Moustached tamarin;148.28;171.02516;1.93; ;543.5;PRIMATES;CEBIDAE;Saguinus_mystax_CEBIDAE_PRIMATES; ; ;20
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Saguinus;niger;Black tamarin;132.62;71;2; ;547.18;PRIMATES;CEBIDAE;Saguinus_niger_CEBIDAE_PRIMATES; ; ;21
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Saguinus;nigricollis;Black-mantled tamarin;140;82.1772;1.8;175;450;PRIMATES;CEBIDAE;Saguinus_nigricollis_CEBIDAE_PRIMATES; ; ;20.2
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Saguinus;oedipus;Cottontop tamarin;177.87312;52;1.9;105;445.5;PRIMATES;CEBIDAE;Saguinus_oedipus_CEBIDAE_PRIMATES; ; ;26.2
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Saguinus;pileatus;Red-capped tamarin;148.28;171.02516;1.93; ;543.5;PRIMATES;CEBIDAE;Saguinus_pileatus_CEBIDAE_PRIMATES; ; ;20
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Saguinus;tripartitus;Golden-mantled tamarin;148;91;1.8; ;389.52;PRIMATES;CEBIDAE;Saguinus_tripartitus_CEBIDAE_PRIMATES; ; ;24.9
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Saimiri;boliviensis;Black-capped squirrel monkey;162.545;177;1;410.5;799.725;PRIMATES;CEBIDAE;Saimiri_boliviensis_CEBIDAE_PRIMATES; ;779;30.3
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Saimiri;oerstedii;Central american squirrel monkey;161;362.93;1.005; ;647.09;PRIMATES;CEBIDAE;Saimiri_oerstedii_CEBIDAE_PRIMATES; ; ;17.21666667
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Saimiri;sciureus;Common squirrel monkey;164.09;177;1;410.5;836.7;PRIMATES;CEBIDAE;Saimiri_sciureus_CEBIDAE_PRIMATES; ;779;30.2
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Saimiri;ustus;Bare-eared squirrel monkey; ;238.64;1.02; ;886.47;PRIMATES;CEBIDAE;Saimiri_ustus_CEBIDAE_PRIMATES; ; ;14.39166667
Animalia;Chordata;Mammalia;Eutheria;Primates;Cebidae;Saimiri;vanzolinii;Black squirrel monkey;162.545;177;1;410.5;799.45;PRIMATES;CEBIDAE;Saimiri_vanzolinii_CEBIDAE_PRIMATES; ;779;30.3
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Allenopithecus;nigroviridis;Allen's swamp monkey; ;106.15;1; ;4690;PRIMATES;CERCOPITHECIDAE;Allenopithecus_nigroviridis_CERCOPITHECIDAE_PRIMATES;3225;6130;27.45
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Cercocebus;agilis;Agile mangabey;169.86298;365.232;1;2170;7775;PRIMATES;CERCOPITHECIDAE;Cercocebus_agilis_CERCOPITHECIDAE_PRIMATES;5700;9750;46
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Cercocebus;atys;Sooty mangabey;167; ;1.005; ;8778;PRIMATES;CERCOPITHECIDAE;Cercocebus_atys_CERCOPITHECIDAE_PRIMATES;6066.5;11428;46
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Cercocebus;chrysogaster;Golden-bellied mangabey;169.86298;365.232;1;2170;7775;PRIMATES;CERCOPITHECIDAE;Cercocebus_chrysogaster_CERCOPITHECIDAE_PRIMATES;5700;9750;46
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Cercocebus;galeritus;Tana river mangabey;176.2403;365.232;1.005;2170;7066.5;PRIMATES;CERCOPITHECIDAE;Cercocebus_galeritus_CERCOPITHECIDAE_PRIMATES;5100;9033;21
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Cercocebus;sanjei;Sanje mangabey;176.2403;365.232;1.005;2170;7066.5;PRIMATES;CERCOPITHECIDAE;Cercocebus_sanjei_CERCOPITHECIDAE_PRIMATES;5100;9033;21
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Cercocebus;torquatus;Collared mangabey;167.99; ;1; ;8789;PRIMATES;CERCOPITHECIDAE;Cercocebus_torquatus_CERCOPITHECIDAE_PRIMATES;6066.5;11428;46
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Cercopithecus;albogularis;Sykes' monkey;136.962;315.62132;1; ;6116.5;PRIMATES;CERCOPITHECIDAE;Cercopithecus_albogularis_CERCOPITHECIDAE_PRIMATES;4210;6929;37.8
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Cercopithecus;ascanius;Red-tailed monkey;160.845;182;1; ;3705;PRIMATES;CERCOPITHECIDAE;Cercopithecus_ascanius_CERCOPITHECIDAE_PRIMATES;3200;4624;31.2
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Cercopithecus;campbelli;Campbell's mona monkey;180.8;365;1; ;3800;PRIMATES;CERCOPITHECIDAE;Cercopithecus_campbelli_CERCOPITHECIDAE_PRIMATES;2563;4600;33
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Cercopithecus;cephus;Moustached guenon;172;363.965;1; ;3399.94;PRIMATES;CERCOPITHECIDAE;Cercopithecus_cephus_CERCOPITHECIDAE_PRIMATES;2960;3750;36
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Cercopithecus;denti;Dent's mona monkey;169.51; ;1; ;3550;PRIMATES;CERCOPITHECIDAE;Cercopithecus_denti_CERCOPITHECIDAE_PRIMATES;2793;3950;30.69166667
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Cercopithecus;diana;Diana monkey; ;365;1; ;4550;PRIMATES;CERCOPITHECIDAE;Cercopithecus_diana_CERCOPITHECIDAE_PRIMATES;3853;5433;37.3
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Cercopithecus;doggetti;Silver monkey;136.962;315.62132;1; ;6116.5;PRIMATES;CERCOPITHECIDAE;Cercopithecus_doggetti_CERCOPITHECIDAE_PRIMATES;4210;6929;37.8
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Cercopithecus;dryas;Dryas monkey; ;365;1.005; ;4454.455;PRIMATES;CERCOPITHECIDAE;Cercopithecus_dryas_CERCOPITHECIDAE_PRIMATES;3853;5433;37.3
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Cercopithecus;erythrogaster;White-throated guenon;172; ;1; ;5256.91;PRIMATES;CERCOPITHECIDAE;Cercopithecus_erythrogaster_CERCOPITHECIDAE_PRIMATES;5333.5;6895;31
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Cercopithecus;erythrotis;Red-eared guenon;172;365;1; ;3355;PRIMATES;CERCOPITHECIDAE;Cercopithecus_erythrotis_CERCOPITHECIDAE_PRIMATES;2960;3750;36
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Cercopithecus;hamlyni;Hamlyn's monkey; ; ; ; ;4531.25;PRIMATES;CERCOPITHECIDAE;Cercopithecus_hamlyni_CERCOPITHECIDAE_PRIMATES;3450;5825;28.6
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Cercopithecus;kandti;Golden monkey;136.962;315.62132;1; ;6116.5;PRIMATES;CERCOPITHECIDAE;Cercopithecus_kandti_CERCOPITHECIDAE_PRIMATES;4210;6929;37.8
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Cercopithecus;lhoesti;L'hoest's monkey; ; ;1; ;4700;PRIMATES;CERCOPITHECIDAE;Cercopithecus_lhoesti_CERCOPITHECIDAE_PRIMATES;3475;5850;24.1
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Cercopithecus;lowei;Lowe's mona monkey;180.8;365;1; ;3800;PRIMATES;CERCOPITHECIDAE;Cercopithecus_lowei_CERCOPITHECIDAE_PRIMATES;2563;4600;33
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Cercopithecus;mitis;Blue monkey;136.962;315.62132;1; ;6116.5;PRIMATES;CERCOPITHECIDAE;Cercopithecus_mitis_CERCOPITHECIDAE_PRIMATES;4210;6929;37.8
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Cercopithecus;mona;Mona monkey; ; ;1; ;4240.085;PRIMATES;CERCOPITHECIDAE;Cercopithecus_mona_CERCOPITHECIDAE_PRIMATES;2500;5100;30.69166667
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Cercopithecus;neglectus;De brazza's monkey;176.0035;395.334;1;1640;5701;PRIMATES;CERCOPITHECIDAE;Cercopithecus_neglectus_CERCOPITHECIDAE_PRIMATES;4023;7379;30.8
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Cercopithecus;nictitans;Greater spot-nosed monkey;172; ;1; ;5465;PRIMATES;CERCOPITHECIDAE;Cercopithecus_nictitans_CERCOPITHECIDAE_PRIMATES;5333.5;6895;31
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Cercopithecus;petaurista;Lesser spot-nosed monkey; ; ;1.02; ;3650;PRIMATES;CERCOPITHECIDAE;Cercopithecus_petaurista_CERCOPITHECIDAE_PRIMATES;2832;4548;29
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Cercopithecus;pogonias;Crested mona monkey;169.51; ;1; ;3137;PRIMATES;CERCOPITHECIDAE;Cercopithecus_pogonias_CERCOPITHECIDAE_PRIMATES;2813.5;3350;27
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Cercopithecus;preussi;Preuss's monkey; ; ;1; ;4916.285;PRIMATES;CERCOPITHECIDAE;Cercopithecus_preussi_CERCOPITHECIDAE_PRIMATES;3475;5850;26.11666667
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Cercopithecus;roloway;Roloway monkey; ;365;1; ;4550;PRIMATES;CERCOPITHECIDAE;Cercopithecus_roloway_CERCOPITHECIDAE_PRIMATES;3853;5433;37.3
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Cercopithecus;sclateri;Sclater's guenon;172;365;1.005; ;3304.99;PRIMATES;CERCOPITHECIDAE;Cercopithecus_sclateri_CERCOPITHECIDAE_PRIMATES;2960;3750;36
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Cercopithecus;solatus;Sun-tailed monkey; ; ;1.005; ;4588.455;PRIMATES;CERCOPITHECIDAE;Cercopithecus_solatus_CERCOPITHECIDAE_PRIMATES; ; ;18.05
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Cercopithecus;wolfi;Wolf's mona monkey;169.51; ;1; ;3464.135;PRIMATES;CERCOPITHECIDAE;Cercopithecus_wolfi_CERCOPITHECIDAE_PRIMATES;2771.5;3825;30.69166667
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Chlorocebus;aethiops;Grivet;167.99;212.74764;1;1036.25;5104.25;PRIMATES;CERCOPITHECIDAE;Chlorocebus_aethiops_CERCOPITHECIDAE_PRIMATES;4218;5881.5;46
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Chlorocebus;cynosuros;Malbrouck;167.99;212.74764;1;1036.25;5104.25;PRIMATES;CERCOPITHECIDAE;Chlorocebus_cynosuros_CERCOPITHECIDAE_PRIMATES;4218;5881.5;46
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Chlorocebus;djamdjamensis;Bale mountains vervet;167.99;212.74764;1;1036.25;5104.25;PRIMATES;CERCOPITHECIDAE;Chlorocebus_djamdjamensis_CERCOPITHECIDAE_PRIMATES;4218;5881.5;46
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Chlorocebus;pygerythrus;Vervet monkey;167.99;212.74764;1;1036.25;5104.25;PRIMATES;CERCOPITHECIDAE;Chlorocebus_pygerythrus_CERCOPITHECIDAE_PRIMATES;4218;5881.5;46
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Chlorocebus;sabaeus;Green monkey;167.99;212.74764;1;1036.25;5104.25;PRIMATES;CERCOPITHECIDAE;Chlorocebus_sabaeus_CERCOPITHECIDAE_PRIMATES;4218;5881.5;46
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Chlorocebus;tantalus;Tantalus monkey;167.99;212.74764;1;1036.25;4961.5;PRIMATES;CERCOPITHECIDAE;Chlorocebus_tantalus_CERCOPITHECIDAE_PRIMATES;4218;5881.5;46
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Colobus;angolensis;Angola colobus;190.52936;269.98366;1;1240;8937.5;PRIMATES;CERCOPITHECIDAE;Colobus_angolensis_CERCOPITHECIDAE_PRIMATES;7500;9550;35.3
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Colobus;guereza;Mantled guereza;180;376.79768;1;1386.37;9058.41;PRIMATES;CERCOPITHECIDAE;Colobus_guereza_CERCOPITHECIDAE_PRIMATES;7897;9754;35
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Colobus;polykomos;King colobus;190.52936;269.98366;1;1240;8653.145;PRIMATES;CERCOPITHECIDAE;Colobus_polykomos_CERCOPITHECIDAE_PRIMATES;7300;9550;33.9
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Colobus;satanas;Black colobus;190.52936;269.98366;1;1240;8653.145;PRIMATES;CERCOPITHECIDAE;Colobus_satanas_CERCOPITHECIDAE_PRIMATES;7300;9550;33.9
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Colobus;vellerosus;Ursine colobus;190.52936;269.98366;1;1240;8509;PRIMATES;CERCOPITHECIDAE;Colobus_vellerosus_CERCOPITHECIDAE_PRIMATES;7300;9550;33.9
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Erythrocebus;patas;Patas monkey;167.2;162.22388;1;1950;7660.5;PRIMATES;CERCOPITHECIDAE;Erythrocebus_patas_CERCOPITHECIDAE_PRIMATES;5485;11418;28.3
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Lophocebus;albigena;Gray-cheeked mangabey;181.70292;233;1;2170;7000;PRIMATES;CERCOPITHECIDAE;Lophocebus_albigena_CERCOPITHECIDAE_PRIMATES;5769;7850;36
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Lophocebus;aterrimus;Black crested mangabey;181.70292;233;1;2170;6768.75;PRIMATES;CERCOPITHECIDAE;Lophocebus_aterrimus_CERCOPITHECIDAE_PRIMATES;6000;7865;36.68333333
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Lophocebus;opdenboschi;Opdenbosch's mangabey;181.70292;233;1;2170;6768.75;PRIMATES;CERCOPITHECIDAE;Lophocebus_opdenboschi_CERCOPITHECIDAE_PRIMATES;6000;7865;36.68333333
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Macaca;arctoides;Stump-tailed macaque;177;340.8832;1;2300;9353;PRIMATES;CERCOPITHECIDAE;Macaca_arctoides_CERCOPITHECIDAE_PRIMATES;8143;11221.5;30
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Macaca;assamensis;Assam macaque; ; ; ; ;8900;PRIMATES;CERCOPITHECIDAE;Macaca_assamensis_CERCOPITHECIDAE_PRIMATES;6900;11350.5;31.4
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Macaca;cyclopis;Formosan rock macaque;162.7072;207.16766;1; ;6032.805;PRIMATES;CERCOPITHECIDAE;Macaca_cyclopis_CERCOPITHECIDAE_PRIMATES; ; ;21.45833333
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Macaca;fascicularis;Crab-eating macaque;165;262.765;1;851.28;4569.32;PRIMATES;CERCOPITHECIDAE;Macaca_fascicularis_CERCOPITHECIDAE_PRIMATES;3588;5335;39
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Macaca;fuscata;Japanese macaque;174;366;1.415;1767.5;8882.5;PRIMATES;CERCOPITHECIDAE;Macaca_fuscata_CERCOPITHECIDAE_PRIMATES;10348;12810;38.5
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Macaca;hecki;Heck's macaque;172;344.72388;1;1416.5;7386;PRIMATES;CERCOPITHECIDAE;Macaca_hecki_CERCOPITHECIDAE_PRIMATES;5458;9072;37.6
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Macaca;leonina;Northern pig-tailed macaque;172;324;1;1416.5;7603.39;PRIMATES;CERCOPITHECIDAE;Macaca_leonina_CERCOPITHECIDAE_PRIMATES;5458;9072;37.6
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Macaca;maura;Moor macaque;172;344.72388;1;1416.5;7359.39;PRIMATES;CERCOPITHECIDAE;Macaca_maura_CERCOPITHECIDAE_PRIMATES;5458;9072;37.6
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Macaca;mulatta;Rhesus monkey;165;292;1;1454;6614;PRIMATES;CERCOPITHECIDAE;Macaca_mulatta_CERCOPITHECIDAE_PRIMATES;5339;9159.5;40
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Macaca;nemestrina;Southern pig-tailed macaque;172;324;1;1416.5;7603.39;PRIMATES;CERCOPITHECIDAE;Macaca_nemestrina_CERCOPITHECIDAE_PRIMATES;5458;9072;37.6
Animalia;Chordata;Mammalia;Eutheria;Primates;Cercopithecidae;Macaca;nigra;Celebes crested macaque;175.96004;365;1; ;7662.195;PRIMATES;CERCOPITHECIDAE;Macaca_nigra_CERCOPITHECIDAE_PRIMATES; ; ;34
