Kingdom;Phylum;Class;Subclass;Order;Family;Genus;Species;Common name; Gestation_days ;Lactation_days;Litter/Clutch size;Weaning_mass_g;Adult_mass_g;OrderC;FamilyC;Name;Female_adult_mass_g;Male_adult_mass_g;Maximum_longevity_y
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Chrysochloridae;Amblysomus;corriae;Fynbos golden mole; ; ;1.93; ;64.8;AFROSORICIDA;CHRYSOCHLORIDAE;Amblysomus_corriae_CHRYSOCHLORIDAE_AFROSORICIDA; ; ;1
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Chrysochloridae;Amblysomus;hottentotus;Hottentot golden mole; ; ;1.93; ;64.8;AFROSORICIDA;CHRYSOCHLORIDAE;Amblysomus_hottentotus_CHRYSOCHLORIDAE_AFROSORICIDA; ; ;1
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Chrysochloridae;Amblysomus;marleyi;Marley's golden mole; ; ;1.93; ;64.8;AFROSORICIDA;CHRYSOCHLORIDAE;Amblysomus_marleyi_CHRYSOCHLORIDAE_AFROSORICIDA; ; ;1
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Chrysochloridae;Amblysomus;robustus;Robust golden mole; ; ;1.93; ;64.8;AFROSORICIDA;CHRYSOCHLORIDAE;Amblysomus_robustus_CHRYSOCHLORIDAE_AFROSORICIDA; ; ;1
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Chrysochloridae;Amblysomus;septentrionalis;Highveld golden mole; ; ;1.93; ;64.8;AFROSORICIDA;CHRYSOCHLORIDAE;Amblysomus_septentrionalis_CHRYSOCHLORIDAE_AFROSORICIDA; ; ;1
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Chrysochloridae;Calcochloris;obtusirostris;Yellow golden mole; ; ;2; ;24.05;AFROSORICIDA;CHRYSOCHLORIDAE;Calcochloris_obtusirostris_CHRYSOCHLORIDAE_AFROSORICIDA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Chrysochloridae;Carpitalpa;arendsi;Arend's golden mole; ; ; ; ;52.34;AFROSORICIDA;CHRYSOCHLORIDAE;Carpitalpa_arendsi_CHRYSOCHLORIDAE_AFROSORICIDA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Chrysochloridae;Chlorotalpa;duthieae;Duthie's golden mole; ; ;2; ;31.34;AFROSORICIDA;CHRYSOCHLORIDAE;Chlorotalpa_duthieae_CHRYSOCHLORIDAE_AFROSORICIDA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Chrysochloridae;Chlorotalpa;sclateri;Sclater's golden mole; ; ;2; ;38.3;AFROSORICIDA;CHRYSOCHLORIDAE;Chlorotalpa_sclateri_CHRYSOCHLORIDAE_AFROSORICIDA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Chrysochloridae;Chrysochloris;asiatica;Cape golden mole; ;75.26;3.12; ;36.93;AFROSORICIDA;CHRYSOCHLORIDAE;Chrysochloris_asiatica_CHRYSOCHLORIDAE_AFROSORICIDA; ; ;2.408333333
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Chrysochloridae;Chrysochloris;stuhlmanni;Stuhlmann's golden mole; ;73.405;0.96; ;47.78;AFROSORICIDA;CHRYSOCHLORIDAE;Chrysochloris_stuhlmanni_CHRYSOCHLORIDAE_AFROSORICIDA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Chrysochloridae;Chrysochloris;visagiei;Visagie's golden mole; ;75.26;3.12; ;36.72;AFROSORICIDA;CHRYSOCHLORIDAE;Chrysochloris_visagiei_CHRYSOCHLORIDAE_AFROSORICIDA; ; ;2.408333333
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Chrysochloridae;Chrysospalax;trevelyani;Giant golden mole;115; ;1.41; ;434.04;AFROSORICIDA;CHRYSOCHLORIDAE;Chrysospalax_trevelyani_CHRYSOCHLORIDAE_AFROSORICIDA; ; ;4
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Chrysochloridae;Chrysospalax;villosus;Rough-haired golden mole; ; ;1.965; ;106.175;AFROSORICIDA;CHRYSOCHLORIDAE;Chrysospalax_villosus_CHRYSOCHLORIDAE_AFROSORICIDA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Chrysochloridae;Cryptochloris;wintoni;De winton's golden mole; ; ; ; ;22.88;AFROSORICIDA;CHRYSOCHLORIDAE;Cryptochloris_wintoni_CHRYSOCHLORIDAE_AFROSORICIDA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Chrysochloridae;Cryptochloris;zyli;Van zyl's golden mole; ; ; ; ;21.095;AFROSORICIDA;CHRYSOCHLORIDAE;Cryptochloris_zyli_CHRYSOCHLORIDAE_AFROSORICIDA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Chrysochloridae;Eremitalpa;granti;Grant's golden mole; ; ;1.18; ;22.8;AFROSORICIDA;CHRYSOCHLORIDAE;Eremitalpa_granti_CHRYSOCHLORIDAE_AFROSORICIDA; ; ;2
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Chrysochloridae;Neamblysomus;gunningi;Gunning's golden mole; ; ; ; ;57.44;AFROSORICIDA;CHRYSOCHLORIDAE;Neamblysomus_gunningi_CHRYSOCHLORIDAE_AFROSORICIDA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Chrysochloridae;Neamblysomus;julianae;Juliana's golden mole; ; ;0.96; ;21.99;AFROSORICIDA;CHRYSOCHLORIDAE;Neamblysomus_julianae_CHRYSOCHLORIDAE_AFROSORICIDA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Tenrecidae;Echinops;telfairi;Lesser hedgehog tenrec;57.8284;29;5.49;50;166.125;AFROSORICIDA;TENRECIDAE;Echinops_telfairi_TENRECIDAE_AFROSORICIDA; ; ;19
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Tenrecidae;Geogale;aurita;Large-eared tenrec;60.16908;35.84378;3.65; ;6.7;AFROSORICIDA;TENRECIDAE;Geogale_aurita_TENRECIDAE_AFROSORICIDA; ; ;2.083333333
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Tenrecidae;Hemicentetes;nigriceps;Highland streaked tenrec;54.48044;21.5;5.02; ;124.7;AFROSORICIDA;TENRECIDAE;Hemicentetes_nigriceps_TENRECIDAE_AFROSORICIDA; ; ;2.741666667
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Tenrecidae;Hemicentetes;semispinosus;Lowland streaked tenrec;53.77522;20.94606;5.17; ;133;AFROSORICIDA;TENRECIDAE;Hemicentetes_semispinosus_TENRECIDAE_AFROSORICIDA; ; ;2.741666667
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Tenrecidae;Limnogale;mergulus;Web-footed tenrec; ; ;2.865; ;77.7;AFROSORICIDA;TENRECIDAE;Limnogale_mergulus_TENRECIDAE_AFROSORICIDA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Tenrecidae;Microgale;brevicaudata;Short-tailed shrew tenrec; ; ;4.5; ;8.99;AFROSORICIDA;TENRECIDAE;Microgale_brevicaudata_TENRECIDAE_AFROSORICIDA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Tenrecidae;Microgale;cowani;Cowan's shrew tenrec; ; ; ; ;12.235;AFROSORICIDA;TENRECIDAE;Microgale_cowani_TENRECIDAE_AFROSORICIDA; ; ;1.083333333
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Tenrecidae;Microgale;dobsoni;Dobson's shrew tenrec;61.64;28.60984;2.66; ;37.8;AFROSORICIDA;TENRECIDAE;Microgale_dobsoni_TENRECIDAE_AFROSORICIDA; ; ;5.6
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Tenrecidae;Microgale;drouhardi;Drouhard's shrew tenrec; ; ; ; ;12.2;AFROSORICIDA;TENRECIDAE;Microgale_drouhardi_TENRECIDAE_AFROSORICIDA; ; ;1.083333333
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Tenrecidae;Microgale;dryas;Dryad shrew tenrec; ; ; ; ;40;AFROSORICIDA;TENRECIDAE;Microgale_dryas_TENRECIDAE_AFROSORICIDA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Tenrecidae;Microgale;fotsifotsy;Pale shrew tenrec; ; ; ; ;7.7;AFROSORICIDA;TENRECIDAE;Microgale_fotsifotsy_TENRECIDAE_AFROSORICIDA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Tenrecidae;Microgale;gracilis;Gracile shrew tenrec; ; ; ; ;23.3;AFROSORICIDA;TENRECIDAE;Microgale_gracilis_TENRECIDAE_AFROSORICIDA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Tenrecidae;Microgale;gymnorhyncha;Naked-nosed shrew tenrec; ; ; ; ;18.2;AFROSORICIDA;TENRECIDAE;Microgale_gymnorhyncha_TENRECIDAE_AFROSORICIDA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Tenrecidae;Microgale;longicaudata;Lesser long-tailed shrew tenrec; ; ; ; ;8.08;AFROSORICIDA;TENRECIDAE;Microgale_longicaudata_TENRECIDAE_AFROSORICIDA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Tenrecidae;Microgale;monticola;Montane shrew tenrec; ; ; ; ;13.9;AFROSORICIDA;TENRECIDAE;Microgale_monticola_TENRECIDAE_AFROSORICIDA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Tenrecidae;Microgale;parvula;Pygmy shrew tenrec; ; ; ; ;3.53;AFROSORICIDA;TENRECIDAE;Microgale_parvula_TENRECIDAE_AFROSORICIDA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Tenrecidae;Microgale;principula;Greater long-tailed shrew tenrec; ; ; ; ;10.2;AFROSORICIDA;TENRECIDAE;Microgale_principula_TENRECIDAE_AFROSORICIDA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Tenrecidae;Microgale;pusilla;Least shrew tenrec; ; ; ; ;3.4;AFROSORICIDA;TENRECIDAE;Microgale_pusilla_TENRECIDAE_AFROSORICIDA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Tenrecidae;Microgale;soricoides;Shrew-toothed shrew tenrec; ; ; ; ;18.7;AFROSORICIDA;TENRECIDAE;Microgale_soricoides_TENRECIDAE_AFROSORICIDA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Tenrecidae;Microgale;taiva;Taiva shrew tenrec; ; ; ; ;12.27;AFROSORICIDA;TENRECIDAE;Microgale_taiva_TENRECIDAE_AFROSORICIDA; ; ;1.083333333
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Tenrecidae;Microgale;talazaci;Talazac's shrew tenrec;61;29.38;2.23; ;46.05;AFROSORICIDA;TENRECIDAE;Microgale_talazaci_TENRECIDAE_AFROSORICIDA; ; ;5.833333333
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Tenrecidae;Microgale;thomasi;Thomas's shrew tenrec; ; ; ; ;22.9;AFROSORICIDA;TENRECIDAE;Microgale_thomasi_TENRECIDAE_AFROSORICIDA; ; ;2.908333333
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Tenrecidae;Micropotamogale;lamottei;Nimba otter shrew; ; ;3.93; ;69.595;AFROSORICIDA;TENRECIDAE;Micropotamogale_lamottei_TENRECIDAE_AFROSORICIDA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Tenrecidae;Micropotamogale;ruwenzorii;Ruwenzori otter shrew; ; ;1.86; ;109.13;AFROSORICIDA;TENRECIDAE;Micropotamogale_ruwenzorii_TENRECIDAE_AFROSORICIDA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Tenrecidae;Oryzorictes;hova;Mole-like rice tenrec; ; ; ; ;35.74;AFROSORICIDA;TENRECIDAE;Oryzorictes_hova_TENRECIDAE_AFROSORICIDA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Tenrecidae;Oryzorictes;tetradactylus;Four-toed rice tenrec; ; ; ; ;35.99;AFROSORICIDA;TENRECIDAE;Oryzorictes_tetradactylus_TENRECIDAE_AFROSORICIDA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Tenrecidae;Potamogale;velox;Giant otter shrew; ; ;2.065; ;716.345;AFROSORICIDA;TENRECIDAE;Potamogale_velox_TENRECIDAE_AFROSORICIDA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Tenrecidae;Setifer;setosus;Greater hedgehog tenrec;57.52404;24;3.04; ;304.11;AFROSORICIDA;TENRECIDAE;Setifer_setosus_TENRECIDAE_AFROSORICIDA; ; ;14.1
Animalia;Chordata;Mammalia;Eutheria;Afrosoricida;Tenrecidae;Tenrec;ecaudatus;Tailless tenrec;60.24;27;16.89;225;885.795;AFROSORICIDA;TENRECIDAE;Tenrec_ecaudatus_TENRECIDAE_AFROSORICIDA; ; ;8.7
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Antilocapridae;Antilocapra;americana;Pronghorn;247.44468;91;1.89;8900;45375;CETARTIODACTYLA;ANTILOCAPRIDAE;Antilocapra_americana_ANTILOCAPRIDAE_CETARTIODACTYLA; ;61700;15.5
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Addax;nasomaculatus;Addax;276;198;1; ;94288.68;CETARTIODACTYLA;BOVIDAE;Addax_nasomaculatus_BOVIDAE_CETARTIODACTYLA;75000;112500;28.2
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Aepyceros;melampus;Impala;196.74;167;1;15900;52500;CETARTIODACTYLA;BOVIDAE;Aepyceros_melampus_BOVIDAE_CETARTIODACTYLA; ;62500;25.6
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Alcelaphus;buselaphus;Hartebeest;242.66;193;1;47894.46;159000;CETARTIODACTYLA;BOVIDAE;Alcelaphus_buselaphus_BOVIDAE_CETARTIODACTYLA; ; ;22.5
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Alcelaphus;caama;Red hartebeest;242.66;193;1;47894.46;159968.93;CETARTIODACTYLA;BOVIDAE;Alcelaphus_caama_BOVIDAE_CETARTIODACTYLA; ; ;22.5
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Alcelaphus;lichtensteinii;Lichtenstein's hartebeest;236.59168; ;0.99; ;160847.83;CETARTIODACTYLA;BOVIDAE;Alcelaphus_lichtensteinii_BOVIDAE_CETARTIODACTYLA; ; ;2.908333333
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Ammodorcas;clarkei;Dibatag;203.4824; ;1; ;28274.905;CETARTIODACTYLA;BOVIDAE;Ammodorcas_clarkei_BOVIDAE_CETARTIODACTYLA; ; ;3
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Ammotragus;lervia;Barbary sheep;151.80744;121.872;1.22; ;92500;CETARTIODACTYLA;BOVIDAE;Ammotragus_lervia_BOVIDAE_CETARTIODACTYLA; ; ;21.7
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Antidorcas;marsupialis;Springbok;169.49;122.96144;1; ;33571.24;CETARTIODACTYLA;BOVIDAE;Antidorcas_marsupialis_BOVIDAE_CETARTIODACTYLA;33500;41000;20
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Antilope;cervicapra;Blackbuck;167.699;60;1; ;37500;CETARTIODACTYLA;BOVIDAE;Antilope_cervicapra_BOVIDAE_CETARTIODACTYLA; ; ;23.9
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Beatragus;hunteri;Hunter's hartebeest;238; ;1; ;119000;CETARTIODACTYLA;BOVIDAE;Beatragus_hunteri_BOVIDAE_CETARTIODACTYLA; ; ;23.6
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Bison;bison;American bison;274;273.16;1;158000;624577.07;CETARTIODACTYLA;BOVIDAE;Bison_bison_BOVIDAE_CETARTIODACTYLA; ;731400;33.5
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Bison;bonasus;European bison;274;273.16;1;158000;624577.07;CETARTIODACTYLA;BOVIDAE;Bison_bonasus_BOVIDAE_CETARTIODACTYLA; ;731400;33.5
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Bos;frontalis;Gaur;274.76636;137;1.17; ;812571.525;CETARTIODACTYLA;BOVIDAE;Bos_frontalis_BOVIDAE_CETARTIODACTYLA; ; ;26.2
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Bos;grunniens;Yak;272.01084;228;1; ;583500;CETARTIODACTYLA;BOVIDAE;Bos_grunniens_BOVIDAE_CETARTIODACTYLA;350000;1.00E+06;26.3
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Bos;javanicus;Banteng;295.89;296.571;1.22; ;683333.335;CETARTIODACTYLA;BOVIDAE;Bos_javanicus_BOVIDAE_CETARTIODACTYLA; ; ;27.1
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Bos;sauveli;Kouprey;260; ;1; ;795660.88;CETARTIODACTYLA;BOVIDAE;Bos_sauveli_BOVIDAE_CETARTIODACTYLA; ; ;20
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Bos;taurus;Aurochs;277;182.64;1; ;618642.42;CETARTIODACTYLA;BOVIDAE;Bos_taurus_BOVIDAE_CETARTIODACTYLA; ; ;20
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Boselaphus;tragocamelus;Nilgai;255; ;1.5; ;180000;CETARTIODACTYLA;BOVIDAE;Boselaphus_tragocamelus_BOVIDAE_CETARTIODACTYLA; ; ;21.7
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Bubalus;bubalis;Water buffalo;314.83246;228.135;1.375; ;827250.485;CETARTIODACTYLA;BOVIDAE;Bubalus_bubalis_BOVIDAE_CETARTIODACTYLA; ; ;34.9
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Bubalus;depressicornis;Anoa;300; ;1; ;205994.635;CETARTIODACTYLA;BOVIDAE;Bubalus_depressicornis_BOVIDAE_CETARTIODACTYLA; ; ;36.1
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Bubalus;mindorensis;Tamarau;302.9273; ;1; ;243861.535;CETARTIODACTYLA;BOVIDAE;Bubalus_mindorensis_BOVIDAE_CETARTIODACTYLA; ; ;28
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Bubalus;quarlesi;Mountain anoa;294.99; ;1; ;165859.43;CETARTIODACTYLA;BOVIDAE;Bubalus_quarlesi_BOVIDAE_CETARTIODACTYLA; ; ;29.2
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Budorcas;taxicolor;Takin;235.6;118.55;1.17; ;294515.33;CETARTIODACTYLA;BOVIDAE;Budorcas_taxicolor_BOVIDAE_CETARTIODACTYLA; ; ;21.9
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Capra;caucasica;Tur;164.25322;182.616;1.1;15691.695;69546.83;CETARTIODACTYLA;BOVIDAE;Capra_caucasica_BOVIDAE_CETARTIODACTYLA; ;75000;22.3
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Capra;falconeri;Markhor;163.06848;167.145;2; ;41000;CETARTIODACTYLA;BOVIDAE;Capra_falconeri_BOVIDAE_CETARTIODACTYLA; ; ;19.1
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Capra;hircus;Goat;155.5;159.02;1.5; ;60500;CETARTIODACTYLA;BOVIDAE;Capra_hircus_BOVIDAE_CETARTIODACTYLA; ; ;20.8
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Capra;ibex;Alpine ibex;169;228.27;1.18;15691.695;77000;CETARTIODACTYLA;BOVIDAE;Capra_ibex_BOVIDAE_CETARTIODACTYLA; ;75000;22.3
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Capra;nubiana;Nubian ibex;169;228.27;1.11;15691.695;70523.415;CETARTIODACTYLA;BOVIDAE;Capra_nubiana_BOVIDAE_CETARTIODACTYLA; ;75000;22.3
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Capra;pyrenaica;Spanish ibex;150; ;1.5; ;60898.77;CETARTIODACTYLA;BOVIDAE;Capra_pyrenaica_BOVIDAE_CETARTIODACTYLA; ; ;16
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Capra;sibirica;Siberian ibex;170.45;228.27;1.18;15691.695;82500;CETARTIODACTYLA;BOVIDAE;Capra_sibirica_BOVIDAE_CETARTIODACTYLA;35000;80000;22.3
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Capra;walie;Walia;167.5;228.27;1.1;15691.695;80000;CETARTIODACTYLA;BOVIDAE;Capra_walie_BOVIDAE_CETARTIODACTYLA; ;75000;22.3
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Capricornis;crispus;Japanese serow;215;59.27;1; ;43030.64;CETARTIODACTYLA;BOVIDAE;Capricornis_crispus_BOVIDAE_CETARTIODACTYLA;37115;27895;24
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Capricornis;milneedwardsii;Chinese serow;228.27;166.34;1; ;95000;CETARTIODACTYLA;BOVIDAE;Capricornis_milneedwardsii_BOVIDAE_CETARTIODACTYLA; ; ;21
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Capricornis;rubidus;Red serow;228.27;166.34;1; ;95000;CETARTIODACTYLA;BOVIDAE;Capricornis_rubidus_BOVIDAE_CETARTIODACTYLA; ; ;21
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Capricornis;sumatraensis;Sumatran serow;228.27;166.34;1; ;95000;CETARTIODACTYLA;BOVIDAE;Capricornis_sumatraensis_BOVIDAE_CETARTIODACTYLA; ; ;21
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Capricornis;swinhoei;Formosan serow;215;59.27;1; ;43030.64;CETARTIODACTYLA;BOVIDAE;Capricornis_swinhoei_BOVIDAE_CETARTIODACTYLA;37115;27895;24
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Capricornis;thar;Himalayan serow;228.27;166.34;1; ;95000;CETARTIODACTYLA;BOVIDAE;Capricornis_thar_BOVIDAE_CETARTIODACTYLA; ; ;21
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Cephalophus;adersi;Aders' duiker;166.485; ;1; ;10000;CETARTIODACTYLA;BOVIDAE;Cephalophus_adersi_BOVIDAE_CETARTIODACTYLA; ; ;15.2
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Cephalophus;brookei;Brooke's duiker;121.702; ;1; ;19193.21;CETARTIODACTYLA;BOVIDAE;Cephalophus_brookei_BOVIDAE_CETARTIODACTYLA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Cephalophus;callipygus;Peters' duiker; ; ; ; ;19079.23;CETARTIODACTYLA;BOVIDAE;Cephalophus_callipygus_BOVIDAE_CETARTIODACTYLA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Cephalophus;dorsalis;Bay duier;236; ;1; ;11600;CETARTIODACTYLA;BOVIDAE;Cephalophus_dorsalis_BOVIDAE_CETARTIODACTYLA; ; ;17.5
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Cephalophus;jentinki;Jentink's duiker; ; ;1; ;69244.92;CETARTIODACTYLA;BOVIDAE;Cephalophus_jentinki_BOVIDAE_CETARTIODACTYLA; ; ;21.29166667
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Cephalophus;leucogaster;White-bellied duiker; ; ;1; ;12954.345;CETARTIODACTYLA;BOVIDAE;Cephalophus_leucogaster_BOVIDAE_CETARTIODACTYLA; ; ;5.33
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Cephalophus;natalensis;Red duiker;212.97; ;1; ;10000;CETARTIODACTYLA;BOVIDAE;Cephalophus_natalensis_BOVIDAE_CETARTIODACTYLA; ; ;15.2
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Cephalophus;niger;Black duiker;127.8312;89.49;1; ;18100;CETARTIODACTYLA;BOVIDAE;Cephalophus_niger_BOVIDAE_CETARTIODACTYLA; ; ;14.8
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Cephalophus;nigrifrons;Black-fronted duiker; ; ; ; ;13900;CETARTIODACTYLA;BOVIDAE;Cephalophus_nigrifrons_BOVIDAE_CETARTIODACTYLA; ; ;19.7
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Cephalophus;ogilbyi;Ogilby's duiker;121.702; ;1; ;19193.21;CETARTIODACTYLA;BOVIDAE;Cephalophus_ogilbyi_BOVIDAE_CETARTIODACTYLA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Cephalophus;rufilatus;Red-flanked duiker;233.99;85.59;1; ;12500;CETARTIODACTYLA;BOVIDAE;Cephalophus_rufilatus_BOVIDAE_CETARTIODACTYLA; ; ;15.2
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Cephalophus;silvicultor;Yellow-backed duiker;165.26748;38;1;20512.5;62006.6;CETARTIODACTYLA;BOVIDAE;Cephalophus_silvicultor_BOVIDAE_CETARTIODACTYLA; ; ;22.5
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Cephalophus;spadix;Abbott's duiker; ; ; ; ;56857.02;CETARTIODACTYLA;BOVIDAE;Cephalophus_spadix_BOVIDAE_CETARTIODACTYLA; ; ;5.42
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Cephalophus;weynsi;Weyns's duiker;212.97; ;1; ;10000;CETARTIODACTYLA;BOVIDAE;Cephalophus_weynsi_BOVIDAE_CETARTIODACTYLA; ; ;15.25
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Cephalophus;zebra;Zebra duiker;225.62346;13.64;1; ;15654.75;CETARTIODACTYLA;BOVIDAE;Cephalophus_zebra_BOVIDAE_CETARTIODACTYLA; ; ;12.17
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Connochaetes;gnou;Black wildebeest;258.723;228;1; ;132250;CETARTIODACTYLA;BOVIDAE;Connochaetes_gnou_BOVIDAE_CETARTIODACTYLA; ; ;21.8
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Connochaetes;taurinus;Blue wildebeest;253;256.32;1;51125.665;180500;CETARTIODACTYLA;BOVIDAE;Connochaetes_taurinus_BOVIDAE_CETARTIODACTYLA; ;227000;24.7
Animalia;Chordata;Mammalia;Eutheria;Cetartiodactyla;Bovidae;Damaliscus;korrigum;Topi;238; ;1; ;118597.435;CETARTIODACTYLA;BOVIDAE;Damaliscus_korrigum_BOVIDAE_CETARTIODACTYLA; ; ;23.6
